"Pit","Tit","Yit"
84880.5946863184,9131.93456558068,94012.5292518991
35009.0324844375,-40909.8180427998,-5900.78555836224
23750.7367416978,-51133.9780335431,-27383.2412918453
9335.65899043109,-64280.3057614096,-54944.6467709785
307007.179869607,234974.849108487,541982.028978093
69950.5800028652,-7678.94696861737,62271.6330342479
123611.892338882,46214.1295075148,169826.021846397
60389.1514238786,-18066.6390212923,42322.5124025864
105332.798742494,27368.0617199916,132700.860462485
130504.685231404,51931.8433886587,182436.528620063
86592.6716768524,6823.7281665232,93416.3998433756
54446.8980821078,-25428.6394105768,29018.258671531
26469.3980938207,-52739.6513551887,-26270.253261368
40534.1758975311,-37350.8309190942,3183.34497843689
44150.2590391218,-32791.7483579254,11358.5106811964
44155.3301170971,-31954.4521450688,12200.8779720283
45079.7363329198,-30211.7871364523,14867.9491964675
44234.0020385975,-30274.2199614341,13959.7820771634
