person,year,PPamount,labinc,wt,famsize,educ,age,hours,male,married,race_white,race_black
827,2006,43278.06275,302747.4,1000877,4,20,46,2254,1,1,1,0
220,2002,3879.773491,112755.9,1031963,2,20,40,1820,0,1,1,0
796,2000,,78521.14,666805,4,16,40,2080,1,1,1,0
5024,1987,,51823.69,703599,1,12,29,3230,1,0,1,0
1062,2008,,151966.5,890538,2,12,50,3016,1,0,1,0
9373,2014,,92125.98,164580,2,16,55,3120,1,1,0,1
4702,2014,,97653.53,679854,4,14,51,2695,1,1,1,0
63,1996,,94538.8,620151,4,16,36,3016,1,1,1,0
5160,2006,,70326.85,853934,3,12,47,1820,1,1,1,0
1357,2006,,41114.16,860191,3,12,49,2080,1,1,1,0
961,1994,,67677.49,459992,2,16,32,2080,1,1,1,0
1857,1994,,35310,898682,1,12,36,2080,1,0,1,0
695,1996,,44488.85,611841,4,12,35,3120,1,1,1,0
872,2004,28860.07922,155844.4,754977,3,16,43,2600,1,1,1,0
8379,2002,,58196.6,181647,5,16,40,2860,1,1,0,0
1327,1998,,16053.89,546014,4,12,36,2132,0,1,1,0
12069,2014,,16582.68,738083,4,20,50,2690,1,1,1,0
3900,2000,,37994.1,659881,1,12,36,2392,0,0,1,0
581,1989,,70380.02,948557,1,12,30,2741,1,0,1,0
2513,2002,,14549.15,723549,3,12,38,1875,1,1,1,0
5755,2002,,41222.59,85463,1,12,41,2080,1,0,0,0
1515,2012,,326578.3,766652,3,12,50,3016,1,1,1,0
32,1984,,20982.36,129534,2,16,26,2168,0,0,0,0
6455,1996,,13833.25,155555,5,17,34,1664,0,1,0,1
9418,2006,,302747.4,145417,4,17,49,2500,1,1,0,1
2842,2006,14065.37039,101703.4,1212196,1,14,49,2600,1,0,1,0
2360,2014,4606.298728,45602.36,165272,1,17,54,2340,0,0,0,1
4350,1986,,13916.53,666886,2,16,27,1796,1,1,1,0
8908,1993,,36226.5,98188,3,12,33,2816,1,1,0,0
4596,1998,,113715,954681,4,12,39,3120,1,1,1,0
4318,1989,,56304.01,103935,4,14,28,2410,1,0,0,0
364,2000,,107650,728218,4,16,40,2860,1,1,1,0
457,1998,,58864.25,587243,3,16,38,2600,1,1,1,0
21,1987,,35508.82,644318,1,16,25,2265,0,0,1,0
5226,2008,25327.75294,111442.1,712430,5,16,49,2756,1,1,1,0
1513,1991,,43241.4,764736,1,12,29,2080,1,0,1,0
9710,1986,,35785.36,104874,1,13,28,2194,1,0,1,0
1606,1993,,45283.13,536663,3,12,34,2220,0,1,1,0
2235,2000,,72188.79,571073,4,15,40,2094,0,1,1,0
7617,2000,,,172651,4,12,36,2080,0,1,0,1
2191,1998,,37459.07,821073,3,12,40,2598,1,1,1,0
4111,2002,,78807.9,593024,3,11,38,2600,1,1,1,0
8670,1994,,55907.49,102384,1,16,31,2340,1,0,0,1
5128,2002,606.214608,24248.58,539102,1,11,40,2340,0,0,1,0
4892,1990,,63424.27,528108,4,16,30,2740,1,1,1,0
7887,1990,,50238.7,133070,4,12,32,2411,1,1,1,0
1607,1991,,22901.93,575513,2,12,33,2175,0,1,1,0
5263,1984,,35670.02,150827,2,14,26,2080,1,1,1,0
3421,2008,,106376.6,592750,2,13,46,1215,0,0,1,0
320,2002,,96994.34,837263,4,12,41,3080,1,1,1,0
6110,1984,,29375.31,183846,1,16,25,2015,1,0,0,1
520,2008,17222.872,81048.81,238192,6,16,49,3120,1,1,0,1
6518,2000,,88652.9,111142,1,18,41,1800,1,0,0,1
667,1998,,53512.96,581222,5,14,34,2600,1,1,1,0
2073,1990,,17615.26,665290,4,12,30,2040,0,1,1,0
4014,2004,1154.403169,57720.16,690466,4,12,39,2600,1,1,1,0
8862,1993,,37735.94,121328,2,16,34,2120,1,1,0,0
11960,2006,,21639.03,185119,5,17,45,2080,1,1,0,1
4588,1985,,41345.27,526352,5,9,25,2080,0,1,1,0
4944,1986,,19880.76,789160,1,16,28,4013,1,0,1,0
1603,1998,,34783.42,696291,4,17,39,2970,1,1,1,0
667,2002,5455.931472,66683.61,608460,5,14,38,2444,1,1,1,0
4086,1986,,21868.83,617445,4,16,29,2080,1,0,1,0
3228,1990,,42561.02,497239,1,16,28,2399,1,0,1,0
1174,1996,,192935.6,882015,4,16,36,2184,1,1,1,0
2032,1994,,32367.5,572154,4,12,29,2269,1,1,1,0
12396,1984,,28326.19,266905,2,14,26,2635,1,1,1,0
2831,1988,,33188.48,678864,1,12,27,2049,0,0,1,0
210,1993,,46792.57,477391,1,16,30,1980,1,0,1,0
1108,1984,,31473.55,786358,1,11,26,1734,0,0,1,0
7099,2002,3637.287648,113968.3,215820,4,18,44,2080,1,1,0,1
6750,1988,,42407.51,126404,1,16,27,2545,0,0,0,1
2019,2002,,,855442,4,16,40,4160,1,1,1,0
2437,1990,,53409.91,498292,2,14,29,2805,0,1,1,0
1606,1984,,25178.84,525418,2,12,25,1900,0,1,1,0
796,1987,,53743.08,606990,2,16,26,2080,1,1,1,0
972,1990,,28374.01,488164,2,12,27,2080,0,0,1,0
4049,1998,,26756.48,592109,6,11,37,2080,0,1,1,0
2437,1986,,34791.32,504049,2,14,25,2565,0,1,1,0
2047,2008,,45589.96,978999,1,13,51,2860,1,0,1,0
344,1986,,35188.94,505082,3,16,26,2020,0,0,1,0
2724,1994,,89746.23,554698,3,17,31,4450,1,1,1,0
1143,1985,,30400.93,687756,6,16,25,2326,1,0,1,0
4281,2000,,67122.91,690025,1,12,43,3120,0,0,1,0
940,2004,,,633428,3,12,45,2080,0,1,1,0
12156,1992,,54399.32,81403,1,16,31,2080,1,0,0,1
4569,1990,,65093.33,156946,4,12,29,2676,1,1,1,0
4340,1994,,42666.24,140678,1,11,34,2288,1,0,0,0
3062,1986,,85723.84,732850,1,16,28,2080,1,0,1,0
1510,1992,,20205.46,691039,2,16,28,2080,0,0,1,0
5097,1993,,60377.5,622342,1,12,32,2860,1,0,1,0
8908,1992,,27976.79,94220,3,12,32,2912,1,1,0,0
4289,2012,,326578.3,520533,4,20,49,2600,1,1,1,0
1889,1993,,24905.72,510336,1,13,31,2655,1,0,1,0
3022,1989,,58063.51,663696,1,16,32,2295,1,0,1,0
246,1990,,50071.79,624488,2,17,26,2500,1,1,1,0
4303,2002,,50922.03,539307,3,12,38,2250,1,1,1,0
9829,1987,,42226.71,71808,2,12,26,2544,1,1,0,0
3205,1991,,41639.87,783965,1,16,26,2320,0,0,1,0
2815,1992,,35748.13,560922,4,13,27,2740,1,1,1,0
4750,2008,,,747443,3,12,47,2600,1,1,1,0
4508,1993,,60377.5,729839,1,16,35,2319,1,0,1,0
5660,1990,,55078.97,622315,1,12,30,2398,1,0,1,0
2010,2002,12124.29216,133367.2,919707,4,19,44,2340,1,1,1,0
9876,1993,,61886.94,119196,4,13,36,3440,1,1,0,0
9,2004,,63492.18,833444,4,14,41,2600,1,1,1,0
3830,2014,,41456.69,648984,3,12,50,2600,1,1,1,0
8863,1988,,39457.42,85940,4,13,28,2964,1,1,0,0
11920,2010,70000,312324,641362,4,16,47,2184,1,1,1,0
3932,1988,,36619.8,174927,1,12,26,2080,1,0,0,1
1023,2006,,86556.13,819040,4,16,47,2600,1,1,1,0
4892,1994,,57378.74,515156,4,16,34,2750,1,1,1,0
883,2010,,36000,709902,3,15,45,2756,0,0,1,0
9,1988,,33188.48,691916,2,13,25,2600,1,1,1,0
883,1994,,63263.74,617872,1,15,30,2510,0,0,1,0
4989,1992,,66833.45,502020,2,16,31,3263,0,1,1,0
4611,2004,,,854939,4,16,45,3640,1,0,1,0
17,1984,,37768.25,988990,2,13,27,2340,1,0,1,0
4247,2006,,97375.64,578798,4,13,44,2600,1,1,1,0
9373,1985,,26347.47,131863,4,16,25,3570,1,0,0,1
1868,1984,,17835.01,647590,4,13,26,2510,0,1,1,0
2630,1996,,94538.8,521785,2,17,32,2600,1,1,1,0
1125,1994,,58849.99,124983,3,13,32,2808,1,1,0,0
695,1991,,40839.1,583801,1,12,30,2815,1,0,1,0
695,1992,,44918.3,573176,1,12,31,2644,1,0,1,0
6861,1991,,14413.8,191935,1,12,29,1236,1,0,0,1
4247,2012,,18996.5,605252,1,14,50,1248,1,0,1,0
7260,1998,,66891.2,197934,6,15,39,2600,1,0,0,1
9847,2008,,121573.2,93286,1,19,44,2132,1,0,0,0
3381,2012,,74086.34,719915,3,12,50,2600,1,1,1,0
2833,1991,,40038.34,797552,4,12,31,2080,1,1,1,0
729,1998,,197957.8,791540,5,12,39,3328,1,1,1,0
12103,1994,,61792.49,154926,5,10,32,2635,1,1,0,0
2870,1989,,54544.51,594983,3,15,28,2760,1,0,1,0
2151,1998,,73580.31,593299,2,13,34,2600,1,1,1,0
4944,1992,,54399.32,793628,4,16,35,3380,1,1,1,0
2451,1994,,39576.62,605836,2,12,34,3141,1,1,1,0
4470,1991,,22421.47,445172,2,13,28,1920,1,1,1,0
4407,2004,8658.023766,306993.9,791456,1,16,43,2496,1,0,1,0
565,2012,11397.89946,85484.24,1054737,1,13,52,2496,1,0,1,0
2323,1994,,36781.25,475106,1,16,31,2570,1,0,1,0
4508,1989,,61582.51,166284,1,16,31,2456,1,0,1,0
3134,1991,,22421.47,758488,3,12,32,1840,0,0,1,0
6227,1993,,30188.75,158518,7,13,32,2363,0,0,0,1
4989,1991,,40038.34,500484,2,16,30,1730,0,1,1,0
1102,2012,37992.99821,326578.3,1365061,5,15,54,2600,1,1,1,0
12189,2010,,32400,244877,1,12,48,2080,1,0,0,1
3147,1984,,41964.73,546223,1,16,25,2530,1,0,1,0
4500,1991,,16015.33,397203,4,14,28,1820,1,0,1,0
3676,2002,1818.643824,87294.91,726318,3,16,41,2600,1,1,1,0
1950,1989,,42228.01,557976,2,14,27,2978,1,0,1,0
4495,1992,,46627.99,586686,1,12,32,2080,0,0,1,0
6993,2000,,15197.64,252326,3,12,41,3432,1,1,0,1
2115,2010,,,715319,1,12,51,1456,0,0,1,0
4668,2006,,302747.4,645236,4,16,45,3172,1,1,1,0
1515,2010,,312324,728088,4,12,48,2860,1,1,1,0
4398,1993,,69434.13,1289369,4,11,35,2140,1,0,1,0
8036,1988,,9219.023,134139,3,12,27,1080,0,0,0,1
2151,1994,,27953.75,557699,2,13,31,2605,1,1,1,0
5565,2006,,38950.26,712227,4,16,46,2860,0,1,1,0
10038,2012,,56989.5,181807,2,15,54,1040,0,1,0,0
3095,2000,,37994.1,730212,3,12,43,3120,0,0,1,0
822,1994,,88274.98,901776,4,12,36,2550,1,1,1,0
281,1994,,80918.74,632728,2,18,33,2392,1,1,1,0
4856,2002,9699.433728,78807.9,500602,3,14,39,2080,1,1,1,0
3905,2000,,,619342,4,12,39,975,1,1,1,0
3169,2002,424350.2256,286133.3,734098,4,16,43,2288,1,1,1,0
327,1985,,36481.12,697689,2,16,26,2080,0,1,1,0
2868,1991,,72069.01,699965,4,16,33,2747,1,1,1,0
1195,1989,,52785.01,144286,1,16,27,3620,0,0,0,1
2038,2002,12124.29216,286133.3,579033,6,18,40,2184,1,1,1,0
4939,1998,,40228.36,663634,2,16,40,2600,1,1,1,0
11834,1994,,26482.5,788847,1,9,35,2288,0,0,1,0
5091,1992,,29499.98,636791,2,17,28,2120,0,1,1,0
10481,2006,,302747.4,118418,2,12,48,2600,0,0,0,0
218,2006,,302747.4,1009219,4,16,48,2340,1,1,1,0
4925,1994,,53553.49,503330,4,12,34,2656,0,1,1,0
4924,1989,,28503.91,545654,1,13,30,2080,0,0,1,0
1218,1990,,63424.27,208805,2,13,25,1989,1,1,0,1
3687,1990,,35050.25,473920,2,16,29,2050,0,1,1,0
7564,1985,,40534.57,179059,1,16,25,2570,1,0,0,0
5660,1991,,52850.61,587082,1,12,31,2416,1,0,1,0
8943,2000,,88652.9,135779,5,13,42,2600,1,1,0,0
3137,1986,,52684.01,571122,3,18,27,2080,1,0,1,0
4911,2002,,72745.75,591462,3,12,41,3640,1,0,1,0
4941,2002,,5455.932,540733,3,7,38,1040,1,1,1,0
7748,2004,,103896.3,93227,5,14,44,4420,1,1,0,0
1868,1985,,35467.75,642761,3,13,27,2920,0,0,1,0
7708,2002,12124.29216,118818.1,147720,2,16,41,2080,0,0,0,1
2015,1994,,20597.5,591900,3,13,29,2080,1,1,1,0
2220,2010,,89000,873647,4,16,52,2600,1,1,1,0
7475,1992,,38856.66,186964,3,16,30,2232,0,1,0,1
4829,2004,2308.806338,124675.5,531003,3,16,41,2600,1,1,1,0
5267,1988,,33188.48,483017,1,13,28,2930,1,0,1,0
69,2012,14247.37433,137724.6,819497,2,18,48,1880,1,1,1,0
7707,1992,,40410.93,99933,1,15,33,2600,1,0,0,1
17,2000,,60790.56,1149781,2,13,43,3185,1,0,1,0
5676,2000,,11398.23,185870,1,17,41,1620,0,0,0,1
10182,1994,,30896.25,131913,3,12,37,2362,0,0,0,1
2288,1992,,37302.39,599749,2,16,28,2715,0,1,1,0
3214,1993,,47698.23,592148,2,12,29,2860,1,1,1,0
5711,1994,,33838.75,494464,2,12,30,2080,1,1,1,0
4874,2002,,54559.32,585173,3,18,42,2600,0,0,1,0
4871,1993,,46792.57,443212,4,16,32,2100,0,1,1,0
2032,1996,,34756.91,591434,3,12,31,2496,1,1,1,0
891,1994,,70472.87,649830,1,12,34,2320,1,0,1,0
5824,1993,,31698.19,232753,4,12,32,2600,1,1,0,0
3534,1990,,78445.8,128732,2,16,31,3081,1,1,0,0
2872,2006,324585.4706,302747.4,661354,2,14,46,3120,0,1,1,0
710,1984,,25178.84,634668,1,16,25,2480,1,0,1,0
9570,2000,,68389.38,111940,2,12,41,3120,1,1,0,1
4842,2002,,10612.39,579021,2,18,38,745,0,0,1,0
4842,1994,,11770,494200,6,12,30,1240,0,0,1,0
4088,2004,,306993.9,983345,4,13,47,2080,1,1,1,0
4398,1987,,34549.13,233454,3,11,29,3120,1,1,1,0
6094,2008,5065.550587,42550.63,329030,4,14,50,2340,1,0,0,1
526,2004,,306993.9,901952,2,12,44,4420,1,1,1,0
5660,2004,11544.03169,92352.25,725900,3,12,44,2600,1,1,1,0
1368,2006,,42196.11,671032,2,16,45,2600,1,1,1,0
2325,1993,,75471.88,531766,3,16,32,2080,1,1,1,0
739,1986,,26008.01,682100,3,12,27,2286,0,0,1,0
4830,2014,,138189,637088,5,16,50,2985,1,1,1,0
4830,2012,189964.991,326578.3,636169,5,16,48,2080,1,1,1,0
12095,1988,,,578813,3,14,27,2850,1,1,1,0
6062,1991,,31870.52,199402,4,14,27,2988,1,1,0,1
3085,2002,,26067.23,583135,3,16,40,1404,0,1,1,0
4822,2000,,25329.4,613183,2,12,42,2080,0,1,1,0
1315,1994,,82389.98,533878,4,15,30,3120,1,1,1,0
2833,1990,,36719.31,804431,4,12,30,2080,1,1,1,0
7679,2002,4849.716864,42435.02,191166,3,13,38,2340,0,1,0,1
4816,2010,25000,312324,582221,4,18,46,2340,1,1,1,0
246,1994,,58849.99,637316,3,17,30,3755,1,1,1,0
6110,1988,,105325.5,193798,1,16,30,2755,1,0,0,1
3505,1988,,53470.34,597439,1,12,29,3228,0,0,1,0
4244,2010,,312324,684116,5,18,49,3840,1,1,1,0
3258,1987,,30710.33,1026866,4,13,29,2229,1,1,1,0
279,1993,,52830.32,492272,1,12,31,2600,1,0,1,0
502,1990,,60086.15,585089,3,12,30,2108,1,1,1,0
807,2002,,81232.76,627837,5,16,39,2600,1,1,1,0
8670,1989,,35190.01,102066,1,16,26,2496,1,0,0,1
871,2014,,115157.5,954523,3,12,50,2600,1,1,1,0
3861,1993,,39245.38,499270,3,16,30,2080,1,0,1,0
4799,2002,,37585.3,651369,1,18,40,2080,1,0,1,0
4569,1998,,69566.84,485702,4,12,37,2496,1,1,1,0
4026,1989,,43107.76,564946,2,13,26,2706,0,1,1,0
462,2002,1212.429216,58196.6,643690,3,18,42,2080,0,1,1,0
12139,2002,,33948.02,614607,4,12,38,3120,1,1,1,0
1301,1989,,40468.51,614593,3,12,30,2455,1,0,1,0
5255,1992,,26713.18,483374,3,10,32,2340,0,1,1,0
1912,2014,2994.094173,85677.16,660612,3,14,54,2878,0,1,1,0
1631,2014,23031.49364,138189,676339,1,16,52,3120,1,0,1,0
9373,2008,,311858.6,157223,2,16,48,3120,1,1,0,1
7439,1992,,25552.14,229677,4,12,29,2496,0,1,0,1
2157,2004,,30591.68,908502,4,12,46,2080,1,1,1,0
11868,2002,12124.29216,104268.9,699815,4,16,37,2600,0,1,1,0
5335,1990,,33381.2,682477,5,12,31,2600,1,1,1,0
5983,2012,11397.89946,109229.9,241509,1,18,51,2600,0,0,0,1
3988,1986,,15904.61,177498,4,12,26,1660,0,1,0,1
565,1993,,30188.75,826364,2,13,33,2080,1,0,1,0
70,1991,,40038.34,671020,1,18,30,1854,1,0,1,0
4307,2002,,26673.44,591462,1,14,41,2600,1,0,1,0
729,2008,303933.0352,311858.6,827958,3,13,48,3796,1,1,1,0
10198,2002,,43647.45,189635,8,12,44,1664,1,1,0,1
8382,1991,,40038.34,94224,1,14,28,2340,1,0,0,0
3844,1989,,21114,487933,3,13,28,1578,1,1,1,0
5419,2010,26000,122000,615704,3,17,48,2860,1,1,1,0
3084,2008,709177.0822,311858.6,831767,4,16,47,3120,1,1,1,0
3058,2014,17503.93517,92125.98,588173,4,16,53,3120,0,1,1,0
4058,1989,,70380.02,542264,3,17,25,2390,1,1,1,0
526,2002,,286133.3,912333,2,12,43,3640,1,0,1,0
4356,2004,,92352.25,722574,1,16,46,2340,0,0,1,0
12165,1990,,46733.67,91056,4,13,27,2548,1,1,1,0
4722,1989,,24633.01,604445,5,12,28,2808,1,1,1,0
4722,1987,,34549.13,621469,3,12,26,2750,1,1,1,0
9737,1984,,46161.2,77592,4,16,27,2600,1,1,1,0
5724,1992,,20205.46,269861,4,11,32,1978,0,1,0,0
3524,2002,,96994.34,522895,3,13,40,3120,0,0,1,0
4714,2002,,40010.16,590199,5,12,39,2080,0,1,1,0
5808,1986,,43737.67,92034,3,12,26,3070,1,1,0,0
961,2010,10000,140000,567581,5,16,47,2600,1,1,1,0
3134,1993,,24151,762922,3,12,34,1870,0,0,1,0
4356,2006,,119014.7,722574,1,16,47,2080,0,0,1,0
892,1988,,105325.5,539645,1,12,26,1720,0,0,1,0
5769,1986,,23856.91,117814,4,14,28,1900,0,0,0,0
2872,2004,92352.2535,306993.9,664987,2,14,44,3120,0,1,1,0
2815,1991,,36835.27,556017,4,13,26,2860,1,1,1,0
41,1993,,152374.7,506760,2,15,31,2750,1,0,1,0
4688,2000,,145644,775468,4,16,40,2860,1,1,1,0
1050,1987,,41267.01,507938,2,15,25,2280,0,1,1,0
3359,2004,,86580.23,697214,2,15,45,2704,1,1,1,0
2150,1990,,35050.25,621939,1,14,27,2260,0,0,1,0
3762,1993,,43773.69,506515,4,12,31,2973,1,1,1,0
4729,2004,,,765048,2,14,45,1872,1,1,1,0
5725,1988,,14750.44,75936,4,14,26,2080,0,0,0,0
5451,1994,,54436.24,415305,2,12,32,2985,1,1,1,0
41,2000,,145644,541577,2,15,38,2860,1,1,1,0
3380,2010,,80000,654025,3,14,49,2444,1,1,1,0
3389,1990,,66762.39,690584,2,12,31,3070,1,1,1,0
12259,1991,,130494.5,106746,2,16,31,3246,1,1,0,1
39,2010,7000,60000,1074906,3,12,50,2600,1,1,1,0
2870,1993,,60377.5,603290,3,16,31,2340,1,1,1,0
4216,1990,,16690.6,649456,3,12,25,2498,1,1,1,0
213,1991,,61659.04,475062,1,16,28,2562,1,0,1,0
4945,1998,,46823.84,655768,4,12,38,2080,1,1,1,0
4611,2012,,,960436,2,16,54,2860,1,1,1,0
4611,2008,,,832161,4,16,50,2100,1,0,1,0
4611,1993,,,678482,3,16,35,3120,1,1,1,0
5611,2002,,23036.15,242528,1,13,37,3760,1,0,0,1
4609,2012,,152124,726777,4,20,52,2080,1,1,1,0
4802,1993,,18113.25,483572,4,13,30,2080,0,1,1,0
6776,1996,,114002.7,144047,4,19,35,3120,1,1,0,0
657,1989,,22873.5,480406,1,16,25,2080,0,0,1,0
3405,1993,,78490.75,639891,2,13,28,2831,1,1,1,0
3406,2002,3637.287648,37585.3,720989,3,17,38,2652,0,0,1,0
3342,2002,,32008.13,581092,3,17,42,2168,0,0,1,0
4702,2012,,94982.49,659774,4,14,49,2600,1,1,1,0
5420,2010,4000,116000,517326,5,16,47,2600,1,1,1,0
6411,1998,,40134.72,97300,4,17,35,2080,1,1,0,1
2191,1996,,30586.08,761042,3,12,38,2600,1,1,1,0
464,2000,,73455.27,715354,4,14,41,2860,1,1,1,0
8661,1989,,35190.01,101686,1,12,26,2080,1,0,0,1
3421,2010,,96000,608344,1,13,48,2080,0,0,1,0
5626,2010,7000,82000,641454,2,12,45,2205,0,0,1,0
2286,2002,2424.858432,58196.6,652111,2,16,38,2080,0,1,1,0
8907,1993,,19622.69,83388,3,12,31,2080,1,0,0,0
3152,2000,,116515.2,655741,4,18,41,2600,1,1,1,0
6821,1988,,55314.14,136774,2,16,29,2600,1,0,1,0
4569,2000,,79787.61,538144,3,12,39,3120,1,0,1,0
4565,2014,,125291.3,672352,3,16,51,2340,0,0,1,0
796,1998,,53512.96,648320,3,16,37,2340,1,1,1,0
2215,1991,,24023,483367,2,12,30,2132,0,0,1,0
285,1993,,30188.75,103286,5,10,32,2592,0,1,0,0
1327,1988,,14750.44,520324,3,12,26,1616,0,1,1,0
1363,2002,,151553.7,742441,2,16,44,2600,1,1,1,0
1372,1994,,41194.99,417122,4,16,32,2080,1,1,1,0
1039,2002,,46072.31,607250,2,15,42,2080,0,0,1,0
819,1990,,31378.32,713679,3,14,28,2440,1,0,1,0
3848,1986,,43737.67,473687,2,16,26,3050,1,1,1,0
4829,2010,67000,312324,519299,3,16,47,2860,1,1,1,0
4371,1996,,52385.62,575897,4,12,34,2288,0,1,1,0
3777,1998,,40134.72,492556,4,12,38,2080,1,1,1,0
10406,2008,,,105288,3,18,49,3432,0,1,0,0
3807,1986,,37194.91,507906,2,12,25,2600,1,0,1,0
11917,1994,,58849.99,683302,3,12,35,2197,1,1,1,0
4705,1992,,87038.91,465191,1,16,31,4575,0,0,1,0
3062,1988,,105325.5,726623,1,16,31,2080,1,0,1,0
223,1989,,21114,235717,6,9,26,2120,1,0,0,1
570,1993,,45283.13,735053,4,12,29,3040,1,1,1,0
2725,2006,432.7806275,28130.74,692615,1,14,41,2600,1,0,1,0
4493,1989,,40468.51,657897,2,13,31,2810,0,1,1,0
3278,1985,,40534.57,121802,1,19,27,2352,0,0,1,0
5724,1994,,22068.75,281178,4,11,34,2032,0,1,0,0
8706,1989,,14262.51,141479,5,12,25,2000,0,1,0,0
4508,1998,,66891.2,852979,1,16,40,2080,1,0,1,0
4508,1996,,75074.93,771077,1,16,38,2340,1,0,1,0
4508,1988,,46095.12,167913,1,16,30,2360,1,0,1,0
4508,1986,,49701.89,169351,1,16,28,2104,1,0,1,0
12130,1994,,17655,166686,3,12,33,2080,0,1,0,1
11977,1988,,49782.73,189931,2,14,27,1464,1,1,0,0
3595,2008,,7091.771,653222,2,12,47,2160,1,1,1,0
7563,2008,,126638.8,295278,2,16,43,1560,1,1,0,0
3777,1989,,51025.51,468798,5,12,29,2600,1,1,1,0
32,1994,,44137.49,137803,1,18,36,2640,0,0,0,0
9846,1988,,73752.19,99422,8,12,29,2520,1,1,0,0
934,1994,,35310,764280,3,16,37,2546,1,1,1,0
3505,1986,,45725.74,592449,1,12,26,2940,0,0,1,0
892,1989,,33430.51,532508,1,12,27,2370,0,0,1,0
5162,1993,,81509.63,506254,4,12,31,2540,0,1,1,0
2285,1993,,37735.94,760649,4,20,36,1930,0,1,1,0
3487,2014,,44220.47,672311,2,12,55,2080,0,1,1,0
4532,2012,,63638.27,218442,4,16,54,1820,1,1,0,0
3762,2000,,40527.04,593760,3,12,38,2860,1,1,1,0
1142,2008,,311858.6,202115,1,16,50,2600,1,1,0,0
3497,2002,9093.21912,78807.9,665485,4,15,37,2600,1,1,1,0
729,1992,,140389.1,695292,5,12,33,2460,1,1,1,0
70,1992,,63724.92,672071,1,18,31,1550,1,0,1,0
4247,2004,,86580.23,587762,4,13,42,2600,1,1,1,0
11977,1994,,55907.49,187927,1,14,33,2360,1,0,0,0
4671,1991,,16212.32,504649,4,11,30,720,1,1,1,0
11821,1989,,66861.02,755220,1,16,32,2384,1,0,1,0
4439,1987,,38387.91,830262,2,14,29,2125,0,1,1,0
4131,1989,,38709.01,164842,1,13,25,2032,0,0,0,1
6942,2002,,105481.3,94802,5,13,41,2505,1,1,0,0
6042,1994,,50022.49,124716,1,16,31,4640,0,0,0,1
2748,2002,1091.186294,44859.88,598217,3,12,45,1760,0,1,1,0
5626,2014,38692.90932,100417.3,728931,3,12,50,2080,0,1,1,0
69,2014,13818.89619,128976.4,820681,4,18,51,2218,1,1,1,0
4569,1993,,54339.75,454666,4,12,32,2304,1,1,1,0
7190,1992,,26422.53,174672,1,16,31,2080,1,0,0,1
6827,1990,,46733.67,112025,3,15,26,2080,1,1,1,0
3533,1985,,53708.31,196127,2,14,26,2460,1,1,1,0
3533,1989,,110560,209769,3,14,31,2080,1,1,1,0
4407,2014,,341155.4,866536,2,16,53,2600,1,0,1,0
4407,2012,,326578.3,790181,2,16,51,2600,1,0,1,0
3534,2002,,,158707,3,16,43,3900,1,1,0,0
881,1989,,34310.26,640411,3,16,29,1470,1,1,1,0
2437,1993,,49811.44,493057,3,14,32,2709,0,1,1,0
3015,2014,,341155.4,825462,3,14,55,2856,1,1,1,0
9040,1998,,26756.48,115704,5,12,34,1864,0,1,0,1
2637,1993,,80000.2,488944,3,16,33,2912,1,1,1,0
9316,1998,,17391.71,160583,1,12,36,2340,1,0,0,1
2977,2002,,36372.88,476994,1,12,40,2600,1,0,1,0
827,1988,,105325.5,772525,2,16,28,2160,1,1,1,0
69,2002,12124.29216,86082.48,715245,2,18,38,2340,1,1,1,0
6080,1986,,12922.49,266256,4,12,26,2360,0,1,0,1
415,1987,,28790.94,444563,2,10,25,1800,1,1,1,0
3134,1986,,21868.83,763135,3,12,27,1976,0,0,1,0
3228,2002,,72745.75,585401,4,17,40,2080,1,1,1,0
9424,2002,,84870.05,98127,1,13,42,3120,1,0,0,0
4371,1994,,42666.24,574029,4,12,32,2495,0,1,1,0
8471,1986,,,84346,2,12,27,2080,0,1,1,0
6286,2002,9699.433728,,123284,4,13,42,2080,0,1,0,1
11960,2004,,46176.13,197094,4,17,43,1620,1,1,0,1
3558,2012,37992.99821,142473.8,693720,3,17,49,3200,0,1,1,0
1229,2012,,66487.75,727122,2,12,50,2080,1,1,1,0
1144,1992,,66833.45,656515,1,16,30,2830,1,0,1,0
4356,2012,,47491.25,778990,1,17,54,3640,0,0,1,0
4356,2008,,96245.46,748554,1,17,49,2080,0,0,1,0
3533,1994,,149557,1118958,4,14,36,2540,1,1,1,0
3027,2002,,30310.73,310705,4,12,43,2080,0,0,0,1
1901,2002,,36372.88,902705,5,12,43,3356,1,1,1,0
7213,1986,,41749.59,69066,4,12,25,3328,1,1,0,0
8862,1996,,70703.9,117845,2,16,37,2340,1,1,0,0
3777,1996,,48659.68,471176,5,12,36,2260,1,1,1,0
796,1996,,82026.31,620180,2,16,35,2340,1,1,1,0
4829,2012,79785.29624,326578.3,546804,2,16,50,2860,1,1,1,0
3186,2006,,,652774,1,16,46,2340,1,0,1,0
3062,1991,,84881.27,734289,2,16,34,2080,1,1,1,0
4088,1987,,113987.2,879863,2,13,30,2135,1,1,1,0
6544,1986,,51689.97,116502,5,16,27,2496,1,1,1,0
4508,1985,,37494.48,161856,1,16,27,2288,1,0,1,0
4318,2010,26000,65000,137861,1,14,49,2600,1,0,0,0
4318,2008,1924.909223,91179.91,127675,2,14,47,2600,1,1,0,0
4318,2006,8655.612549,34622.45,120980,2,14,45,2800,1,1,0,0
